method,case_id,category,generated_zig_path,expected_compile_status,actual_compile_status,expected_run_status,actual_run_status,zig_command,exit_code,stdout_excerpt,stderr_excerpt,elapsed_s,timeout,local_zig_version,optimize_mode,expected_classification,actual_classification,hn_marker,article_marker,skip_reason,failure_reason,local_only_observation
deliver_no_external_truth_marker,c09_writer_interface_field_marker,api_shape,generated_cases/c09_writer_interface_field_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
zig_version_probe,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
zig_env_probe,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
stdlib_source_probe,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
compile_only_release_safe,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
run_debug_safe_case,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
run_release_safe_case,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
fixed_writer_context_observer,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
fixed_reader_context_observer,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
writer_buffer_size_observer,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
zstd_api_context_observer,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
article_snippet_compile_observer,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,zig_not_found,,True
no_network_guard,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
no_external_payload_guard,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
hnsentiment_context_marker,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
deliver_no_external_truth_marker,c10_reader_interface_method_marker,api_shape,generated_cases/c10_reader_interface_method_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,io_interface_context,context_marker_no_compile,,True
zig_version_probe,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
zig_env_probe,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
stdlib_source_probe,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
compile_only_release_safe,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
run_debug_safe_case,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
run_release_safe_case,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
fixed_writer_context_observer,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
fixed_reader_context_observer,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
writer_buffer_size_observer,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
zstd_api_context_observer,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
article_snippet_compile_observer,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,zig_not_found,,True
no_network_guard,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
no_external_payload_guard,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
hnsentiment_context_marker,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
deliver_no_external_truth_marker,c11_stream_method_probe_marker,api_shape,generated_cases/c11_stream_method_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,stream_context,context_marker_no_compile,,True
zig_version_probe,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
zig_env_probe,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
stdlib_source_probe,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
compile_only_release_safe,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
run_debug_safe_case,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
run_release_safe_case,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
fixed_writer_context_observer,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
fixed_reader_context_observer,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
writer_buffer_size_observer,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
zstd_api_context_observer,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
article_snippet_compile_observer,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,zig_not_found,,True
no_network_guard,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
no_external_payload_guard,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
hnsentiment_context_marker,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
deliver_no_external_truth_marker,c12_writer_flush_probe_marker,api_shape,generated_cases/c12_writer_flush_probe_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,n/a,api_shape,api_contract,writer_buffer_context,context_marker_no_compile,,True
zig_version_probe,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
zig_env_probe,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
stdlib_source_probe,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
compile_only_release_safe,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_debug_safe_case,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_release_safe_case,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
fixed_writer_context_observer,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
fixed_reader_context_observer,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
writer_buffer_size_observer,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
zstd_api_context_observer,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
article_snippet_compile_observer,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
no_network_guard,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
no_external_payload_guard,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
hnsentiment_context_marker,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
deliver_no_external_truth_marker,c13_empty_writer_buffer_marker,buffer_observation,generated_cases/c13_empty_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,empty,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
zig_version_probe,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
zig_env_probe,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
stdlib_source_probe,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
compile_only_release_safe,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_debug_safe_case,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_release_safe_case,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
fixed_writer_context_observer,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
fixed_reader_context_observer,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
writer_buffer_size_observer,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
zstd_api_context_observer,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
article_snippet_compile_observer,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
no_network_guard,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
no_external_payload_guard,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
hnsentiment_context_marker,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
deliver_no_external_truth_marker,c14_one_byte_writer_buffer_marker,buffer_observation,generated_cases/c14_one_byte_writer_buffer_marker.zig,version_dependent,context_only,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,1_byte,buffer_observation,buffer_size_leak,writer_buffer_context,context_marker_no_compile,,True
zig_version_probe,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
zig_env_probe,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,zig env failed rc=-2,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
stdlib_source_probe,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,probe,skip,skip,,,stdlib_source_probe requires local zig std_dir,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found_no_stdlib_scan,,True
compile_only_debug,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
compile_only_release_safe,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_debug_safe_case,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',Debug,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
run_release_safe_case,c15_small_writer_buffer_marker,buffer_observation,generated_cases/c15_small_writer_buffer_marker.zig,version_dependent,skip,skip,skip,,,,,0.0,False,zig not found / rc=-2 err=[Errno 2] No such file or directory: 'zig',ReleaseSafe,small,buffer_observation,buffer_size_leak,writer_buffer_context,zig_not_found,,True
